webtoon_id,title,genre,thumbnail,summary,episodes,Created by,view,subscribe,grade,released_date,url,cover,likes,Written by,Art by,Adapted by,Original work by,Assisted by
1809,The Girl Downstairs,Romance,https://webtoon-phinf.pstatic.net/20191113_137/1573605597931i43gg_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"When Joon moves into his new apartment on his first day of college, he wasn't expecting beautiful ex-celebrity Duna to be living downstairs. Joon tries to avoid her at first, but finds himself growing more and more curious about her mysterious life.",132,Songah Min,35.6M,"556,028",9.54,"Nov 12, 2019",https://www.webtoons.com/en/romance/the-girl-downstairs/list?title_no=1809,https://webtoon-phinf.pstatic.net/20210329_288/1616995182175btF5c_JPEG/0The-Girl-Downstirs_ipad.jpg?type=a210,3.5M,,,,,
400,Space Boy,Sci-fi,https://webtoon-phinf.pstatic.net/20160603_6/1464921589298bITea_PNG/EC9E91ED9288EC8381EC84B8_PC_img.png,"A girl who belongs in a different time. A boy possessed by an emptiness as deep as space. A story about an alien artifact, a mysterious murder, and a love that crosses light years.",317,Stephen McCranie,74.3M,"432,030",9.84,"Mar 5, 2015",https://www.webtoons.com/en/sf/space-boy/list?title_no=400,https://webtoon-phinf.pstatic.net/20160603_23/1464921569341urcxL_JPEG/EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,6.9M,,,,,
1623,Bad Signs,Comedy,https://webtoon-phinf.pstatic.net/20190521_163/1558395645925nvPrr_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"The pilots fudged their flight-checks and the plane engine's probably going to blow, but what else can you expect when Mercury is in retrograde? So much for the paradisiacal vacation these twelve contestants signed up for. Now all twelve members of the zodiac are trapped on a real desert island with nothing to eat but each other and some monkeys. Who will win? Who will survive? Only the stars know for sure.",105,Jimena Aranda,13.5M,"259,147",9.55,"May 31, 2019",https://www.webtoons.com/en/comedy/bad-signs/list?title_no=1623,https://webtoon-phinf.pstatic.net/20190521_149/1558395589657LruRb_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,2M,,,,,
2277,Pyramid Game,Drama,https://webtoon-phinf.pstatic.net/20210217_89/1613520903768pEiIV_PNG/5PyramidGame_desktop_landingpage_FG.png,"Every Thursday afternoon, once a month, students at Love High cast their votes in a popularity poll. The result? A brutal ranking system that determines the entire social hierarchy of the school. After starting at the bottom, can new transfer student Suji make her way to the top of the pyramid? Or will she topple the game altogether?",66,Dalgonyak,8.3M,"223,307",9.60,"Feb 17, 2021",https://www.webtoons.com/en/drama/pyramid-game/list?title_no=2277,https://webtoon-phinf.pstatic.net/20210217_167/1613520848038uik83_PNG/3PyramidGame_desktop_thumbnail.png?type=a210,1.4M,,,,,
1929,Lone,Fantasy,https://webtoon-phinf.pstatic.net/20210602_70/16225697325551E2Xi_PNG/6Lone_desktop_landingpage_FG.png,"Born without magic in a world full of witches, Lone is determined to claw her way to the top of wizarding school if it kills her -- and it just well might! After a deal with the devil improves her magical aptitude and leaves her with a parasitic demon lord stuck to her forehead, Lone's dream is finally within reach. Now she just has to survive long enough to graduate high school...and help Lord Beelxaroth retake his rightful throne as King of Hell so that he'll finally get out of her hair.",97,Mel0h,14.4M,"313,516",9.71,"Mar 13, 2020",https://www.webtoons.com/en/fantasy/lone/list?title_no=1929,https://webtoon-phinf.pstatic.net/20210602_76/1622569662938gdu94_JPEG/4Lone_desktop_thumbnail.jpg?type=a210,1.9M,,,,,
3089,The Nuna at Our Office,Drama,https://webtoon-phinf.pstatic.net/20210714_296/16262091438202KFcM_PNG/1TheNunaAtOurOffice_desktop_landingpage_FG.png,"When Manager Son is sent to a new department, his boring office life takes a sweet turn. There, he meets Manager Ahn, an older colleague whose competence and charming aura leave him in awe. But as Manager Son grows closer to her, he realizes there’s more to her strong, independent front than meets the eye. And soon enough, he begins to understand why office crushes can get complicated.",45,,4.5M,"227,316",9.53,"Jul 15, 2021",https://www.webtoons.com/en/drama/the-nuna-at-our-office/list?title_no=3089,https://webtoon-phinf.pstatic.net/20210714_194/1626209057906meE6x_JPEG/1TheNunaAtOurOffice_desktop_thumbnail.jpg?type=a210,"538,447",,WasakBasak,JANE,Palmeiro,
1669,Random Chat,Drama,https://webtoon-phinf.pstatic.net/20190711_253/1562806662553yQjO5_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"If you lived through – or are still living through – high school, you can relate to Joon-Woo.  An outcast and a loner, his only joy comes from the hours he spends on his phone, randomly chatting with strangers.  It’s all weird and meaningless, until Joon-Woo strikes gold – as he’s matched in a private chat with a pretty young girl his age. Jackpot!  But when he discovers that this same pretty girl is actually his classmate Seung Ah, things get a little too real for a guy who’s never even remotely been kissed.",149,PARK EUN HYUK,24.6M,"342,983",9.61,"Jul 12, 2019",https://www.webtoons.com/en/drama/random-chat/list?title_no=1669,https://webtoon-phinf.pstatic.net/20210329_150/1616995894809eEC1I_JPEG/5Random-Chat_ipad.jpg?type=a210,2.6M,,,,,
3910,A DeadbEAT's Meal,Slice of life,https://webtoon-phinf.pstatic.net/20220208_40/1644267831599wTfMP_PNG/4ADeadbEATsMeal_landingpage_desktop_fg.png,"Now a major (K-Drama) adaptation.                                                                                                                                                                                                       
What’s better than a good meal? My name’s Jaeho and I love food. While some may call me a deadbEAT because I don’t have a job at the moment, I’m just your normal happy guy who loves eating and my girlfriend of 7 years… That is until I got a breakup text yesterday… Where did things go wrong? I keep trying to look back through the years, but I just can't figure it out...",15,CHEESE,1.2M,"106,241",9.18,"Feb 8, 2022",https://www.webtoons.com/en/slice-of-life/a-deadbeats-meal/list?title_no=3910,https://webtoon-phinf.pstatic.net/20220208_300/1644267813166M9Gmv_JPEG/8ADeadbEATsMeal_thumbnail_desktop.jpg?type=a210,"157,040",,,,,
2872,Ghost on the Roof,Drama,https://webtoon-phinf.pstatic.net/20220308_100/1646677643342QrTxG_PNG/2A+Ghost+on+the+Roof_Launch_landingpage_desktop_fg.png,"In modern-day Paris, 20-year old Christine Daaé is an aspiring opera singer whose dreams were shattered by a traumatic incident during an audition one year ago. She has all but given up on returning to the stage, until a mysterious voice on the roof of the Paris Opera House offers her the chance to get her life back. But in order to achieve her dreams, she'll have to ask herself if she's willing to believe in this ghost… and if she can trust him.

A modern retelling of ""The Phantom of the Opera"" by Gaston Leroux.",10,Klaus Scrimshaw,"757,994","87,979",9.52,"Mar 10, 2022",https://www.webtoons.com/en/drama/ghost-on-the-roof/list?title_no=2872,https://webtoon-phinf.pstatic.net/20220308_179/1646677582196C5T1N_JPEG/8A+Ghost+on+the+Roof_Launch_thumbnail_desktop.jpg?type=a210,"90,191",,,,,
3600,Our Time,Drama,https://webtoon-phinf.pstatic.net/20211111_111/1636560966862KS7tw_PNG/1OurTime_desktop_landingpage_FG.png,"After an unexpected accident, Mirae falls into a coma. But for some reason, she keeps waking up at a time when everyone else’s stops. With this miraculous power, she tries desperately to wake up from her coma and return to everyone else’s time.
Meanwhile, Mansu, a rebellious teenage boy with the ability to stop time, flicks his fingers daily to get away from family drama and troubles at school. However, he meets Mirae walking around in a time where everyone should be completely still.
Will Mansu be the key for Mirae to come back to our time?",27,,1.8M,"120,561",9.70,"Nov 11, 2021",https://www.webtoons.com/en/drama/our-time/list?title_no=3600,https://webtoon-phinf.pstatic.net/20211111_187/1636560780850JWuBb_JPEG/8OurTime_desktop_thumbnail.jpg?type=a210,"287,629",seaweed candy,Leewol,,,
2283,Fluidum,Drama,https://webtoon-phinf.pstatic.net/20201022_151/1603314837038LTb4Y_PNG/203_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Jesse was born like every citizen in the Fluidum universe, spending their first 20 years shifting seamlessly between a male and female body. Now with only one year left until they must choose one body for the rest of their life, Jesse is questioning the unquestionable... why decide at all?",73,GirlsOnFilm,9.8M,"204,891",9.04,"Oct 20, 2020",https://www.webtoons.com/en/drama/fluidum/list?title_no=2283,https://webtoon-phinf.pstatic.net/20201022_42/1603314924900oJPBJ_JPEG/910_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,1.4M,,ValeriaM,,,
2833,"Take Me, I'm Yours",Drama,https://webtoon-phinf.pstatic.net/20210611_237/16233756105171P7bE_PNG/8Take+Me2CI27m+Yours_desktop_landingpage_FG.png,"Have you ever had a ghost as a roommate? That’s the situation that confronts Chanyang Jeong when a haunting turns into a homestay. The “ghost” in question is actually Jian Nam, heir to the Baekgyeong Group, who’s currently in a coma after a suspicious accident. Jian needs to remain near Chanyang for three months to find out if he can wake up from the coma, so the two are forced to cohabitate. Can Chanyang uncover the truth behind Jian’s accident, and endure living with her unexpected guest for three months?",49,RoseBean,4.3M,"231,424",9.55,"Jun 16, 2021",https://www.webtoons.com/en/drama/take-me-im-yours/list?title_no=2833,https://webtoon-phinf.pstatic.net/20210611_184/16233753129153mJBp_JPEG/1Take+Me2CI27m+Yours_desktop_thumbnail.jpg?type=a210,"480,232",,,,One Punch Rabbit,
3092,Moonlight Beauty Parlor,Drama,https://webtoon-phinf.pstatic.net/20210710_288/1625880045767I1Hu8_PNG/3Moonlight+Beauty+ParlorLaunch_desktop_landingpage_FG.png,"Ina Yun is left without a job or home after she gets fired and her house burns down. Her luck takes a turn when Hyeondu Seo, owner of the Moonlight Beauty Parlor, offers her a place to stay as well as a job -- on one condition! Hyeondu suffers from insomnia, and it seems Ina’s presence is the only thing that allows him to sleep through the night. If she agrees to help him sleep at night, she can stay. As Ina spends more time with with Hyeondu, her heart begins to skip a beat when she sees how thoughtful he is with each of his clients. Is Hyeondu only keeping Ina around to help him sleep, or do his feelings run deeper?",44,Nawa,3.3M,"167,318",9.67,"Jul 16, 2021",https://www.webtoons.com/en/drama/moonlight-beauty-parlor/list?title_no=3092,https://webtoon-phinf.pstatic.net/20210710_266/1625879973167vsKT3_JPEG/2Moonlight+Beauty+ParlorLaunch_desktop_thumbnail.jpg?type=a210,"537,945",,,,,
3476,Mage Again,Fantasy,https://webtoon-phinf.pstatic.net/20211001_113/1633052714072gjapu_PNG/9MageAgain_desktop_landingpage_FG.png,"Rangderkessel, the greatest mage of the land, sacrifices his life to seal the king of destruction, Persiadis, in six sacred relics. The relics are distributed among six different hands to be kept safe, and once again, peace is restored. However, when someone begins to collect the relics to resurrect the demon, Rangderkessel awakens from a 600-year slumber as the boy “Ranghae.”",32,,2M,"116,200",9.71,"Oct 10, 2021",https://www.webtoons.com/en/fantasy/mage-again/list?title_no=3476,https://webtoon-phinf.pstatic.net/20211001_183/1633052336300nfEEb_JPEG/1MageAgain_desktop_thumbnail.jpg?type=a210,"280,231",Myoung rang,Sulmo,,,
1578,Da Yomanville Gang,Drama,https://webtoon-phinf.pstatic.net/20190412_10/1555023126595A3dKY_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Layla was ready for a new, quiet, start… until Da Yomanville Gang came crashing in. With Dylan, Sally, Marv, and Joe at her side, will Layla learn how to take on old friends, new enemies, and maybe even some new feelings as she explores the never-quiet town of Yomanville?",141,Jason King,18.8M,"240,137",9.19,"Apr 15, 2019",https://www.webtoons.com/en/drama/da-yomanville-gang/list?title_no=1578,https://webtoon-phinf.pstatic.net/20200320_119/1584661903769Wr1tU_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,1.9M,,,,,
2615,The World is Money and Power,Action,https://webtoon-phinf.pstatic.net/20210414_142/16183579358643bWPd_PNG/6TheWorldisMoneyandPower_desktop_landingpage_FG.png,"Gunwoo Dahn has vowed to overthrow the status quo of the dysfunctional high school he recently transferred to, where rich and powerful third-generation chaebol heirs call the shots and gambling runs rampant. But does Gunwoo have what it takes to beat the odds, defeat the Taekyeong Oh Family, and restore law and order to his high school?",57,Dongwoo Han,5.4M,"194,294",9.64,"Apr 17, 2021",https://www.webtoons.com/en/action/the-world-is-money-and-power/list?title_no=2615,https://webtoon-phinf.pstatic.net/20210414_15/1618357895520hnGlY_JPEG/0TheWorldisMoneyandPower_desktop_thumbnail.jpg?type=a210,"701,228",,Dohee Lee,,,
3413,Savior,Fantasy,https://webtoon-phinf.pstatic.net/20210909_253/1631125868167JxqSB_PNG/5Savior_Launch_desktop_landingpage_FG.png,"Wohn Ku is a vampire that needs human blood to survive. As a tenderhearted child, she led a tortured existence until a girl named Seyeon willingly became her steady blood source. Seyeon stood by Wohn throughout their school years, defending her from bullies. Fast forward to the present where they move in together ahead of their freshman year of college. Seyeon remains fiercely protective of her friend, but Wohn is ready for a fresh start. When a devoutly religious sophomore girl named Juyi showers her with kindness, Wohn emerges from her shell only to realize that Juyi had once been her father’s kidnapping victim, a potential blood source she had refused to bite. Juyi grows closer to Wohn without remembering the incident, fueling jealousy in Seyeon. Will Juyi prove to be a savior washing away Wohn’s guilt, or will she ruin a vampire’s dream of redemption?",35,,2.3M,"182,249",9.39,"Sep 18, 2021",https://www.webtoons.com/en/fantasy/savior/list?title_no=3413,https://webtoon-phinf.pstatic.net/20210909_263/1631125715769l10gE_JPEG/6Savior_Launch_desktop_thumbnail.jpg?type=a210,"273,082",Junqi,Jo9,,,
2876,A Man's Man,Drama,https://webtoon-phinf.pstatic.net/20210611_13/1623375878102VqoV0_PNG/4AMansMan_desktop_landingpage_fg.png,"Yuhyeon becomes the youngest CEO of Hansung, a successful electronics company built on toxic work culture, but nobody he cares about is there to celebrate with him. After a night of drinking and wondering if he could change the past, he wakes up the next morning, 20 years younger at the beginning of his career. Armed with the experience and insights that made him CEO, Yuhyeon begins to revisit broken relationships and battle the enablers of Hansung’s cut-throat work environment. But he does not yet know how changing the past will affect his future...",49,,2.3M,"99,406",9.83,"Jun 16, 2021",https://www.webtoons.com/en/drama/a-mans-man/list?title_no=2876,https://webtoon-phinf.pstatic.net/20210611_226/1623375761466ymKoz_JPEG/7AMansMan_desktop_thumbnail.jpg?type=a210,"380,888",,Dogado,Ha Neulso,Lucas,
2619,The Snake and the Flower,Historical,https://webtoon-phinf.pstatic.net/20210408_90/1617824873892b8zMD_PNG/0TheSnakeAndTheFlower_desktop_landingpage_FG.png,"Long ago, an emperor suddenly decided to execute the members of his court. Only after being offered a girl named Aehwa, did the emperor’s rampage stop. The emperor cherishes his “flower” dearly. When Aehwa expresses an interest in music, the Emperor makes Harang Kang her personal court musician. However, the emperor decreed that only he can lay eyes on Aehwa and has Harang’s eyes destroyed. After finding out the true cause of his father’s death, Harang swears revenge on both Aehwa and the Emperor. In this twisted realm of snakes and flowers, who will prevail?",58,Na-eum So,5.1M,"222,112",9.70,"Apr 16, 2021",https://www.webtoons.com/en/historical/the-snake-and-the-flower/list?title_no=2619,https://webtoon-phinf.pstatic.net/20210408_31/16178248302869Rkzw_JPEG/1TheSnakeAndTheFlower_desktop_thumbnail.jpg?type=a210,"781,378",,,,,
3254,Money Game,Thriller,https://webtoon-phinf.pstatic.net/20210812_139/1628709870792b6LbT_PNG/8MoneyGame_desktop_landingpage_FG.png,"Now a major (K-Drama) adaptation.
Eight participants, 100 days, and a shared pot of money amounting to 44.8 billion won (around 38 million USD). This is Money Game, a reality TV show, where participants try to spend as little as possible to walk away with as much as they can. Marooned in a specially designed TV set with nothing but a set of clothes and a rule book, every item they purchase is 1,000 times the original price. How much money will the participants manage to keep?",39,Bae Jin-Soo,1.7M,"73,880",8.91,"Aug 23, 2021",https://www.webtoons.com/en/thriller/money-game/list?title_no=3254,https://webtoon-phinf.pstatic.net/20210812_115/16287097831183rDNN_JPEG/3MoneyGameLaunch_desktop_thumbnail.jpg?type=a210,"159,901",,,,,
3913,Tomorrow,Drama,https://webtoon-phinf.pstatic.net/20220209_216/16443476722513b9Mo_PNG/3Tomorrow_desktop_landingpage_FG.png,"Now a major adaptation on streaming. 
Junwung, an unemployed college graduate, slips into a coma when he accidentally falls off of a bridge. While he's in a comatose state, he gets an offer from the crisis response team of the underworld company Flashback to temporarily join their team. If he accepts this offer, he could wake up early from the coma and even get rid of the karma from his past life that’s been holding him back from getting jobs! He’s got nothing better to do tomorrow, so it’s a beautiful day to save lives… with these grim reapers!!",27,Llama,1.1M,"116,625",9.58,"Feb 9, 2022",https://www.webtoons.com/en/drama/tomorrow/list?title_no=3913,https://webtoon-phinf.pstatic.net/20220209_86/1644347545173fSPEQ_JPEG/1Tomorrow_desktop_thumbnail.jpg?type=a210,"135,893",,,,,
2968,Kidults,Slice of life,https://webtoon-phinf.pstatic.net/20210630_25/1625008940430sIcXK_PNG/1KidultsLaunch_desktop_landingpage_FG.png,"Five childhood friends -- Dabin, Jaeha, Taehyeon, Sehui, and Hanbin -- make a promise to always stay friends, even after they become adults. Fast forward to the present, where they are now 24-year-olds facing pivotal moments in their journey into adulthood. As they face different challenges, the five friends try to carve out their own paths and figure out what they want for the future, lending each other a helping hand or offering a shoulder to cry on along the way. And amidst it all, unfamiliar feelings begin to blossom where there was once only friendship…",46,Hahim,2.4M,"147,189",9.50,"Jul 11, 2021",https://www.webtoons.com/en/slice-of-life/kidults/list?title_no=2968,https://webtoon-phinf.pstatic.net/20210630_239/1625009606203IUNoD_JPEG/2KidultsLaunch_desktop_thumbnail.jpg?type=a210,"408,557",,,,,
1925,IF,Action,https://webtoon-phinf.pstatic.net/20200312_38/15839515840958sjv1_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Hiroshi is shocked when he finds out that his imaginary friend, Enigami, isn’t so imaginary after all! Then he realizes his beastly companion can battle it out with other kids’ imaginary friends, and things start to get even stranger. But when these playground games turn serious and kids start disappearing, Hiroshi realizes that the consequences here might be more real than he first thought…",61,Keon Tan,4M,"148,206",9.06,"Mar 7, 2020",https://www.webtoons.com/en/action/if/list?title_no=1925,https://webtoon-phinf.pstatic.net/20200304_6/1583280642888Saulx_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,"437,735",,,,,
1823,SOLEIL,Fantasy,https://webtoon-phinf.pstatic.net/20200819_243/1597789833769FvUsQ_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Ever since her parent's funeral, Florette seems to only find solace in her flower shop and garden.
Her love for nature is tested when she meets a tiny plant prince from a miniature plant world. With the “invaders” threatening his plant kingdom, Florette finds her calling to help save the world and its people. Could it be her botanist skills, or is there a bigger connection between Florette and the Kingdom of Soleil?",102,YenKin,7.3M,"242,865",9.53,"Dec 10, 2019",https://www.webtoons.com/en/fantasy/soleil/list?title_no=1823,https://webtoon-phinf.pstatic.net/20210811_38/1628646699017lhnAl_JPEG/6SOLEIL+Return_desktop_thumbnail.jpg?type=a210,1.1M,,,,,
2955,The Sound of Another,Sci-fi,https://webtoon-phinf.pstatic.net/20210708_113/1625696007059Ym8s5_PNG/0TheSoundofAnother_desktop_landingpage_fg.png,"In the near future, everything we experience in our everyday lives can be marketed as content for the masses. On the top video-sharing platform, Vvolume, content creators compete for views, likes, and subscribers in a fierce struggle for fame and wealth. The glitz and glamour of the “Vvolumer” lifestyle takes its toll, however, leading top livestreamer Songyi Baek to make an attempt on her own life -- only to meet Seungho Nam, a kind and hardworking young man with a voice like honey. Brought together by fate, Songyi and Seungho must navigate their way through this digital society, where every aspect of their lives is on display for the world to see.",46,Thresher,3M,"199,719",8.60,"Jul 12, 2021",https://www.webtoons.com/en/sf/the-sound-of-another/list?title_no=2955,https://webtoon-phinf.pstatic.net/20210708_96/16256959618840i6oY_JPEG/7TheSoundofAnother_desktop_thumbnail.jpg?type=a210,"368,193",,,,,
2720,Of What Remains,Thriller,https://webtoon-phinf.pstatic.net/20211001_112/16330512219919NTFu_PNG/0OfWhatRemains_desktop_landingpage_fg.png,"Abandoned at every turn, Kim escapes a violent boyfriend and returns to her rural hometown. But secrets fester from her childhood and worsening politics cast long shadows over the countryside. As tensions boil between families and countries on the edge of cataclysm, what will Kim endure to survive?",26,Sillvi Studios,"926,736","83,921",9.62,"Oct 10, 2021",https://www.webtoons.com/en/thriller/of-what-remains/list?title_no=2720,https://webtoon-phinf.pstatic.net/20211001_275/1633051163020GrXGN_JPEG/9OfWhatRemains_desktop_thumbnail.jpg?type=a210,"115,305",,,,,
371,Dr. Frost,Mystery,https://webtoon-phinf.pstatic.net/20141226_80/1419586502722HQh3e_PNG/EC9E91ED9288EC8381EC84B8_pc_img.png,"College professor by day, and bartender by night, psychologist Dr. Frost believes in one simple belief. Humans are all the same. He uses this tenet to guide his practice, and solves the puzzles of the human mind one by one.",198,JongBeom Lee,38M,"394,757",9.80,"Dec 27, 2014",https://www.webtoons.com/en/mystery/dr-frost/list?title_no=371,https://webtoon-phinf.pstatic.net/20141226_267/14195864332519aqdD_JPEG/thumb_ipad.jpg?type=a210,2.9M,,,,,
2471,Asterion,Drama,https://webtoon-phinf.pstatic.net/20210127_113/161169843069578WlL_PNG/5Asterion_desktop_landingpage_FG.png,"When Asterion wished upon a star for a better life, they never imagined an agent of the stars would actually come and grant it! Now they are the newest member of the Starlight Assembly, tasked with granting wishes made on the stars that light up the night sky. But even with their seemingly unlimited abilities, not every wish will come true...",60,NeverDraws,1.8M,"99,017",9.02,"Mar 6, 2021",https://www.webtoons.com/en/drama/asterion/list?title_no=2471,https://webtoon-phinf.pstatic.net/20210513_192/1620881568615uKvVf_JPEG/8Asterion_desktop_thumbnail.jpg?type=a210,"373,846",,,,,
3267,CODE HELIX,Drama,https://webtoon-phinf.pstatic.net/20210901_175/1630433169986qHiNj_PNG/5CodeHelix_desktop_landingpage_FG.png,"Rendra, an intelligent high school student known for his computer talents, discovers that he can use his ability to hack as a way of exposing the misdeeds and hypocrisy of his classmates under the pseudonym “Helix.” What starts as an attempt to enact justice on a chauvinist classmate moves further and further into a moral gray area as Rendra/Helix starts to look for new targets. Will he take things too far? Will his secret identity be discovered?",37,,"792,668","41,180",9.58,"Sep 14, 2021",https://www.webtoons.com/en/drama/code-helix/list?title_no=3267,https://webtoon-phinf.pstatic.net/20210901_169/1630433095560X0mX1_JPEG/7CodeHelix_desktop_thumbnail.jpg?type=a210,"128,062",Nikki Dibya Wardhana,Bryan Arfiandy,,,
3246,To Be Ordinary!,Drama,https://webtoon-phinf.pstatic.net/20210917_109/1631878865736SOmVS_PNG/7ToBeOrdinaryLaunch_desktop_landingpage_FG.png,"Due to his prosopagnosia, Sang struggles with maintaining a normal school life. It’s hard to make friends when everyone’s face looks like an egg… literally. There’s only one person he can recognize -- Ujeong, a mysterious girl who seems to struggle with fitting in herself. In their pursuit to be “ordinary”, these two high-schoolers forge an unexpected friendship.",35,kkanaria,1.1M,"52,027",9.24,"Sep 17, 2021",https://www.webtoons.com/en/drama/to-be-ordinary/list?title_no=3246,https://webtoon-phinf.pstatic.net/20210917_76/1631878652406dMAPD_JPEG/3ToBeOrdinaryLaunch_desktop_thumbnail.jpg?type=a210,"124,286",,,,,
3344,The Aftermath,Drama,https://webtoon-phinf.pstatic.net/20210910_60/1631244366948RvGnM_PNG/5TheAftermath_desktop_landingpage_FG.png,"Things are finally looking up for aspiring actress Bobae Lee, after her appearance on the hit matchmaking Reality TV show, “The Aftermath”. But when her co-star suddenly commits suicide, everything slowly begins to crumble as Bobae soon finds herself the new target of public hate. As she works to rebuild her career from the ground up, she quickly learns that fame can be a double-edged sword and that sometimes, the people closest to you can end up hurting you the most.",35,Bongsoo,"787,129","64,273",9.39,"Sep 18, 2021",https://www.webtoons.com/en/drama/the-aftermath/list?title_no=3344,https://webtoon-phinf.pstatic.net/20210910_224/1631244327003GYdIr_JPEG/6TheAftermath_desktop_thumbnail.jpg?type=a210,"118,497",,,,,
3200,Maya's World,Drama,https://webtoon-phinf.pstatic.net/20210727_27/16273397482312ur6O_PNG/0Maya27SWorld_desktop_landingpage_FG.png,"As a high school student, Maya had her heart broken by two of the boys in her life, Tara and Radi, in rapid succession. Four years later, she is at the top of her class at university. Regardless, Maya finds herself strangely unmoved until she comes across a student doing ceramics and decides to change her course of study. She later comes across Radi at a local café and experiences a wellspring of emotion she thought she had put behind her. Can Maya forge a path forward or will she be dragged back into the unhappiness of her past?",44,Tupaikidal,1.7M,"105,363",9.21,"Jul 27, 2021",https://www.webtoons.com/en/drama/mayas-world/list?title_no=3200,https://webtoon-phinf.pstatic.net/20210727_293/1627339576377ds6iK_PNG/3Maya27SWorld_desktop_thumbnail.png?type=a210,"225,489",,,,,
3791,Discovering Love: A Harlequin Romance Collection,Romance,https://webtoon-phinf.pstatic.net/20220117_246/1642404251053fHiW3_PNG/7DiscoveringLove_desktop_landingpage_FG.png,"Is love ever where we expect it to be? Love has a way of bringing people together, no matter how different they might seem. Come along on this journey to discover the stories of unexpected pairs finding love in this anthology from Harlequin -- complete with dramatic reunions, off-limits relationships, and magic! It won’t be easy to overcome life’s complicated trials and tribulations, but love always finds a way back to the heart.",32,Various Artists,"593,996","60,978",9.04,"Jan 23, 2022",https://www.webtoons.com/en/romance/discovering-love-a-harlequin-romance-collection/list?title_no=3791,https://webtoon-phinf.pstatic.net/20220117_71/1642403043565rkjdM_JPEG/2DiscoveringLove_desktop_thumbnail.jpg?type=a210,"69,532",,,,,
2608,The Savior's Time,Thriller,https://webtoon-phinf.pstatic.net/20210403_210/16173836907822UW1v_PNG/3TheSaviorsTime_desktop_landingpage_FG.png,"When the youngest sister of the Yu family ends her own life, her elder brother begins to investigate her untimely death. The only clue left behind is the record of her messages on Savior -- a mysterious online community for those who need salvation from reality.",58,Song Geukjang,2.2M,"128,557",9.60,"Apr 12, 2021",https://www.webtoons.com/en/thriller/the-saviors-time/list?title_no=2608,https://webtoon-phinf.pstatic.net/20210403_36/16173836076201LbM3_JPEG/4TheSaviorsTime_desktop_thumbnail.jpg?type=a210,"391,794",,,,,
3236,She Bites!,Slice of life,https://webtoon-phinf.pstatic.net/20210916_43/1631726785566hY5Rl_PNG/1She+Bites21_desktop_landingpage_FG.png,"Hanna, a 28-year-old college student, is getting her second undergraduate degree to become a lawyer. However, she soon realizes that she was supposed to go to a law school instead of getting a second undergraduate degree. Out of money and out of place, she joins a start-up business club to make money. Working with four other slightly weird teammates, they are starting a pet clothing business together. This feels a little funky, but everything will be fine... right?",36,,1M,"57,947",9.66,"Sep 15, 2021",https://www.webtoons.com/en/slice-of-life/she-bites/list?title_no=3236,https://webtoon-phinf.pstatic.net/20210916_198/16317267215213gllW_JPEG/4She+Bites21_desktop_thumbnail.jpg?type=a210,"163,799",NoChanJoo,MandaRat,,,
2186,The Makeup Remover,Romance,https://webtoon-phinf.pstatic.net/20200916_50/1600222674179UcV5X_PNG/403_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"After years of being told to focus on studying, Yeseul feels lost when she starts college and is suddenly expected to pay attention to makeup. When a chance encounter with brilliant makeup artist Yuseong leads to her taking part in a televised makeup competition, Yeseul begins to question the role that makeup and appearance play in society.",7,Lee Yone,100.4M,1.2M,9.64,"Sep 21, 2020",https://www.webtoons.com/en/romance/the-makeup-remover/list?title_no=2186,https://webtoon-phinf.pstatic.net/20200916_137/1600222620229WTnl9_JPEG/810_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,13.2M,,,,,
