id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm61720,Adam's Rib,MOVIE,"When a woman attempts to kill her uncaring husband, prosecutor Adam Bonner gets the case. Unfortunately for him his wife Amanda (who happens to be a lawyer too) decides to defend the woman in court. Amanda uses everything she can to win the case and Adam gets mad about it. As a result, their perfect marriage is disturbed by everyday quarrels.",1949,,100,"['romance', 'drama', 'comedy']",['US'],,tt0041090,7.5,21104.0,7.921,7.1
tm100058,The Man Who Knew Too Much,MOVIE,"While vacationing in St. Moritz, a British couple receive a clue to an imminent assassination attempt, only to learn that their young daughter has been kidnapped to keep them quiet.",1934,,76,"['drama', 'thriller', 'crime']",['GB'],,tt0025452,6.8,18865.0,8.614,6.4
tm4032,Hamlet,MOVIE,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’s Hamlet continues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",1948,,155,['drama'],['GB'],,tt0040416,7.6,16795.0,9.373,7.5
tm20341,"Rome, Open City",MOVIE,A realistic portrayal of the underground resistance in Italy in 1945. The film has strong impacting imagery with its mix of fiction and reality that strengthened Italian Neo-realism and the film industry.,1945,,103,"['drama', 'european', 'war', 'thriller']",['IT'],,tt0038890,8.0,26142.0,7.009,8.0
tm72126,The Letter,MOVIE,"After a woman shoots a man to death, a damning letter she wrote raises suspicions.",1940,,95,"['drama', 'romance', 'crime']",['US'],,tt0032701,7.6,12981.0,10.791,7.4
tm163314,Mutiny on the Bounty,MOVIE,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on avenging his captors.",1935,,132,"['drama', 'history', 'romance']",['US'],,tt0026752,7.7,22738.0,7.728,7.4
tm82052,Sergeant York,MOVIE,Alvin York a hillbilly sharpshooter transforms himself from ruffian to religious pacifist. He is then called to serve his country and despite deep religious and moral objections to fighting becomes one of the most celebrated American heroes of WWI.,1941,,134,"['romance', 'drama', 'history', 'war']",['US'],,tt0034167,7.7,18134.0,7.743,7.3
tm7281,Safety Last!,MOVIE,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.",1923,,74,"['action', 'romance', 'comedy', 'thriller']",['US'],,tt0014429,8.1,20398.0,8.17,7.9
tm145237,Battleship Potemkin,MOVIE,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",1925,,75,"['drama', 'history', 'thriller', 'war']",['SU'],,tt0015648,8.0,57003.0,11.275,7.7
tm96925,The Gay Divorcee,MOVIE,"Seeking a divorce from her absentee husband, Mimi Glossop travels to an English seaside resort. There she falls in love with dancer Guy Holden, whom she later mistakes for the corespondent her lawyer hired.",1934,,107,"['comedy', 'romance']",['US'],,tt0025164,7.4,7801.0,5.447,7.1
tm62467,Sabotage,MOVIE,Karl Anton Verloc and his wife own a small cinema in a quiet London suburb where they live seemingly happily. But Mrs. Verloc does not know that her husband has a secret that will affect their relationship and threaten her teenage brother's life.,1937,,77,"['drama', 'thriller', 'crime']",['GB'],,tt0028212,7.0,16704.0,7.489,6.7
tm146745,The Gold Rush,MOVIE,"A lone prospector ventures into Alaska looking for gold. He soon gets mixed up with some burly characters, falls in love with the beautiful Georgia, and tries to win her heart with his singular charm.",1925,,89,"['comedy', 'drama', 'western', 'family']",['US'],,tt0015864,8.2,109609.0,11.285,8.0
tm122846,The Kid,MOVIE,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,1921,,53,"['drama', 'comedy', 'family']",['US'],,tt0012349,8.3,124364.0,12.692,8.2
tm86380,Beauty and the Beast,MOVIE,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",1946,,96,"['fantasy', 'european', 'romance', 'drama']",['FR'],,tt0038348,7.9,26211.0,10.221,7.5
tm73245,Foreign Correspondent,MOVIE,"The European war was only beginning to erupt across national borders. Johnny Jones, an American crime reporter dispatched by his New York publisher to put a fresh spin on the drowsy dispatches emanating from overseas, has a nose for a good story—which promptly leads him to the crime of fascism and Nazi Germany's designs on European conquest. In attempting to learn more about a seemingly noble peace effort, Jones walks into the middle of an assassination, uncovers a spy ring and—not entirely coincidentally—falls in love.",1940,,120,"['action', 'thriller', 'war', 'romance']",['US'],,tt0032484,7.5,20678.0,9.977,6.9
tm18203,The Lodger: A Story of the London Fog,MOVIE,"London. A mysterious serial killer brutally murders young blond women by stalking them in the night fog. One foggy, sinister night, a young man who claims his name is Jonathan Drew arrives at the guest house run by the Bunting family and rents a room.",1927,,91,"['drama', 'thriller', 'crime']",['GB'],,tt0017075,7.3,11723.0,10.486,7.2
tm127045,A Trip to the Moon,MOVIE,"Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",1902,,15,"['scifi', 'fantasy', 'european']",['FR'],,,,,13.032,8.0
tm80361,The Thief of Bagdad,MOVIE,"When Prince Ahmad is blinded and cast out of Bagdad by the nefarious Jaffar, he joins forces with the scrappy thief Abu to win back his royal place, as well as the heart of a beautiful princess.",1940,,106,"['fantasy', 'family', 'romance']",['GB'],,tt0033152,7.4,13139.0,12.855,7.2
tm71078,Captains Courageous,MOVIE,"Harvey, the arrogant and spoiled son of an indulgent absentee-father, falls overboard from a transatlantic steamship and is rescued by a fishing vessel on the Grand Banks. Harvey fails to persuade them to take him ashore, nor convince the crew of his wealth. The captain offers him a low-paid job, until they return to port, as part of the crew that turns him into a mature, considerate young man.",1937,G,115,"['drama', 'family']",['US'],,tt0028691,8.0,9687.0,6.498,7.4
tm137144,The Testament of Dr. Mabuse,MOVIE,"After a detective is assaulted by thugs and placed in an asylum run by Professor Baum, he observes the professor's preoccupation with another patient, the criminal genius Dr. Mabuse the hypnotist. When Mabuse's notes are found to be connected with a rash of recent crimes, Commissioner Lohmann must determine how Mabuse is communicating with the criminals, despite conflicting reports on the doctor's whereabouts, and capture him for good.",1933,,122,"['crime', 'thriller', 'european', 'horror']",['DE'],,tt0023563,8.0,12350.0,6.367,7.5
tm6099,Jezebel,MOVIE,"In 1850s Louisiana, the willfulness of a tempestuous Southern belle threatens to destroy all who care for her.",1938,,103,"['drama', 'romance']",['US'],,tt0030287,7.4,13449.0,8.648,7.2
tm94100,Odd Man Out,MOVIE,Belfast police conduct a door-to-door manhunt for an IRA gunman wounded in a daring robbery.,1947,,116,"['drama', 'thriller', 'crime']",['GB'],,tt0039677,7.7,10052.0,5.943,7.4
tm5851,Oliver Twist,MOVIE,"When 9-year-old orphan Oliver Twist dares to ask his cruel taskmaster, Mr. Bumble, for a second serving of gruel, he's hired out as an apprentice. Escaping that dismal fate, young Oliver falls in with the street urchin known as the Artful Dodger and his criminal mentor, Fagin. When kindly Mr. Brownlow takes Oliver in, Fagin's evil henchman Bill Sikes plots to kidnap the boy.",1948,,116,['drama'],['GB'],,tt0040662,7.8,12382.0,9.52,7.5
tm7868,The Naked City,MOVIE,"The Naked City portrays the police investigation that follows the murder of a young model. A veteran cop is placed in charge of the case and he sets about, with the help of other beat cops and detectives, finding the girl's killer.",1948,,96,"['crime', 'thriller', 'drama']",['US'],,tt0040636,7.6,13538.0,7.218,7.2
tm74188,Jungle Book,MOVIE,"Rudyard Kipling's Jungle Book is given the full treatment in this lavish retelling filled with huge sets, exotic animals, a large cast and the incomparable Sabu, starring as Mowgli, the young orphan boy raised by wolves. Curious to reconnect with his human village, Mowgli returns only to find disappointment in the greed and treachery of man. Over time, Mowgli and the village members do grow to trust one another, but not before the village finds itself under siege. It's up to Mowgli and his jungle friends to save the day.",1942,,106,"['fantasy', 'family', 'action']",['US'],,tt0034928,6.7,4195.0,6.515,6.3
tm4311,Henry V,MOVIE,"In the midst of the Hundred Years' War, the young King Henry V of England embarks on the conquest of France in 1415.",1944,,137,"['drama', 'history', 'war']",['GB'],,tt0036910,7.0,6400.0,4.991,6.8
tm116613,Libeled Lady,MOVIE,"When a major newspaper accuses wealthy socialite Connie Allenbury of being a home-wrecker, and she files a multi-million-dollar libel lawsuit, the publication's frazzled head editor, Warren Haggerty, must find a way to turn the tables on her. Soon Haggerty's harried fiancée, Gladys Benton, and his dashing friend Bill Chandler are in on a scheme that aims to discredit Connie, with amusing and unexpected results.",1936,,98,"['comedy', 'romance']",['US'],,tt0027884,7.8,7868.0,8.124,7.3
tm113696,Show Boat,MOVIE,"Despite her mother's objections, the naive young daughter of a show boat captain is thrust into the limelight as the company's new leading lady.",1936,,113,"['comedy', 'drama', 'music', 'romance']",['US'],,tt0028249,7.4,3330.0,3.057,6.6
tm16783,Blithe Spirit,MOVIE,"An English mystery novelist invites a medium to his home, so she may conduct a séance for a small gathering. The writer hopes to gather enough material for the book he's working on, as well as to expose the medium as a charlatan. However, proceedings take an unexpected turn, resulting in a chain of supernatural events being set into motion that wreak havoc on the man's present marriage.",1945,,96,"['comedy', 'fantasy']",['GB'],,tt0310769,7.1,6831.0,6.622,6.9
tm5310,National Velvet,MOVIE,"Mi Taylor is a young wanderer and opportunist who finds himself in the quiet English countryside home of the Brown family. The youngest daughter, Velvet, has a passion for horses and when she wins the spirited steed Pie in a town lottery, Mi is encouraged to train the horse.",1945,G,123,"['drama', 'family', 'sport']",['US'],,tt0037120,7.3,7137.0,5.42,7.3
tm6558,Pygmalion,MOVIE,"When linguistics professor Henry Higgins boasts that he can pass off Cockney flower girl Eliza Doolittle as a princess with only six months' training, Colonel George Pickering takes him up on the bet. Eliza moves into Higgins's home and begins her rigorous training after the professor comes to a financial agreement with her dustman father, Alfred. But the plucky young woman is not the only one undergoing a transformation.",1939,,96,"['comedy', 'drama', 'romance']",['GB'],,tt0030637,7.8,8662.0,5.805,7.0
tm71624,In Which We Serve,MOVIE,"The story of the HMS Torrin, from it's construction to its sinking in the Mediterranean during action in World War II. The ship's first and only commanding officer is Captain E.V. Kinross, who trains his men not only to be loyal to him and the country, but—most importantly—to themselves.",1942,,115,"['drama', 'war']",['GB'],,tt0034891,7.2,5754.0,5.829,6.8
tm67670,Shall We Dance,MOVIE,"Ballet star Petrov arranges to cross the Atlantic aboard the same ship as the dancer and musical star he's fallen for but barely knows. By the time the ocean liner reaches New York, a little white lie has churned through the rumour mill and turned into a hot gossip item—that the two celebrities are secretly married.",1937,,109,"['comedy', 'music', 'romance']",['US'],,tt0029546,7.5,7154.0,6.988,7.4
tm64788,Take Me Out to the Ball Game,MOVIE,"The Wolves baseball team gets steamed when they find they've been inherited by one K.C. Higgins, a suspected ""fathead"" who intends to take an active interest in running the team. But K.C. turns outs to be a beautiful woman who really knows her baseball. Second baseman Dennis Ryan promptly falls in love. But his playboy roommate Eddie O'Brien has his own notions about how to treat the new lady owner and some unsavory gamblers have their own ideas about how to handle Eddie.",1949,,93,"['romance', 'sport', 'comedy']",['US'],,tt0041944,6.7,3639.0,3.637,6.8
tm83273,Pride and Prejudice,MOVIE,"Mr. and Mrs. Bennet have five unmarried daughters, and Mrs. Bennet is especially eager to find suitable husbands for them. When the rich single gentlemen Mr. Bingley and Mr. Darcy come to live nearby, the Bennets have high hopes. But pride, prejudice and misunderstandings all combine to complicate their relationships and to make happiness difficult.",1940,,118,"['romance', 'drama']",['US'],,tt0032943,7.4,8286.0,9.372,6.9
tm89464,Miracle on 34th Street,MOVIE,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.",1947,,96,"['comedy', 'drama', 'family']",['US'],,tt0039628,7.9,47347.0,15.211,7.4
tm66822,She Wore a Yellow Ribbon,MOVIE,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but he's also required to take along Abby Allshard, wife of the Fort's commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. She's taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it.",1949,,103,['western'],['US'],,tt0041866,7.2,17510.0,7.823,7.0
tm52327,The Front Page,MOVIE,"Hildy Johnson is an investigative reporter is looking for a bigger paycheck. When an accused murderer escapes from custody, Hildy sees an opportunity for the story of a lifetime. But when he finds the criminal, he learns that the man may not be guilty. With the help of his editor, Hildy attempts to hide the convict, uncover the conspiracy and write the scoop of his career.",1931,,101,"['comedy', 'drama', 'thriller', 'crime', 'romance']",['US'],,tt0021890,6.2,17.0,5.403,6.6
tm24020,Downhill,MOVIE,"Roddy, first son of the rich Berwick family, is expelled from school when he takes the blame for his friend Tim's charge. His family sends him away and all of his friends leave him alone. Through many life choices that don't work out in his favor, Roddy begins to find his life slowly spiraling out of his control.",1927,,110,"['drama', 'thriller']",['GB'],,tt0017825,6.0,2570.0,4.864,5.7
tm63925,Orpheus,MOVIE,"At the Café des Poètes in Paris, a fight breaks out between the poet Orphée and a group of resentful upstarts. A rival poet, Cègeste, is killed, and a mysterious princess insists on taking Orpheus and the body away in her Rolls-Royce. Orphée soon finds himself in the underworld, where the Princess announces that she is, in fact, Death. Orpheus escapes in the car back to the land of the living, only to become obsessed with the car radio.  This film is the central part of Cocteau's Orphic Trilogy, which consists of The Blood of a Poet (1930), Orpheus (1950) and Testament of Orpheus (1960).",1950,,95,"['fantasy', 'drama', 'romance', 'european']",['FR'],,tt0041719,7.9,12129.0,6.624,7.6
tm79235,That Hamilton Woman,MOVIE,"The story of courtesan and dance-hall girl Emma Hamilton, including her relationships with Sir William Hamilton and Admiral Horatio Nelson and her rise and fall, set during the Napoleonic Wars.",1941,,128,"['drama', 'history', 'romance', 'war']",['US'],,tt0034272,7.2,4517.0,5.625,7.3
tm163261,Of Mice and Men,MOVIE,An intellectually disabled giant and his level headed guardian find work at a sadistic cowboy's ranch in depression era America.,1939,PG,106,['drama'],['US'],,tt0031742,7.9,6007.0,4.763,7.3
tm1200,49th Parallel,MOVIE,"In the early days of World War II, a German U-boat is sunk in Canada's Hudson Bay. Hoping to evade capture, a small band of German soldiers led by commanding officer Lieutenant Hirth attempts to cross the border into the United States, which has not yet entered the war and is officially neutral. Along the way, the German soldiers encounter brave men such as a French-Canadian fur trapper, Johnnie, a leader of a Hutterite farming community, Peter, an author, Philip and a soldier, Andy Brock.",1941,,123,"['thriller', 'war', 'drama']","['GB', 'CA']",,tt0033627,7.3,6716.0,8.475,7.0
tm4765,The Circus,MOVIE,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",1928,G,72,"['comedy', 'family', 'romance', 'european']",['US'],,tt0018773,8.1,33303.0,8.944,8.0
tm141146,Dragnet Girl,MOVIE,A gangster tries to find redemption with the inadvertent help of an innocent shop girl and his jealous girlfriend will do anything to keep him.,1933,,100,"['romance', 'crime', 'drama']",['JP'],,tt0024120,7.0,794.0,2.672,6.6
