person_id,id,name,character,role
15247,tm83648,William Alland,Jerry Thompson/Narrator,ACTOR
15251,tm83648,Everett Sloane,Mr. Bernstein,ACTOR
15260,tm83648,Fortunio Bonanova,Signor Matiste,ACTOR
15261,tm83648,Gus Schilling,John,ACTOR
15254,tm83648,Philip Van Zandt,Mr. Rawlston,ACTOR
15262,tm83648,Georgia Backus,Bertha Anderson,ACTOR
15256,tm83648,Harry Shannon,Jim Kane,ACTOR
15263,tm83648,Sonny Bupp,Charles Foster Kane III,ACTOR
15255,tm83648,Buddy Swan,Young Charles Foster Kane,ACTOR
15270,tm83648,Gregg Toland,Interviewer,ACTOR
15264,tm83648,Don Ackerman,Man at Party in Everglades (uncredited),ACTOR
15266,tm83648,Nat King Cole,Pianist in 'El Rancho' (uncredited),ACTOR
13367,tm83648,Gino Corrado,Gino (uncredited),ACTOR
15267,tm83648,Maurice Costello,Extra (uncredited),ACTOR
572312,tm83648,Demetrius Alexis,Newsreel Man (uncredited),ACTOR
100405,tm83648,Gene Coogan,Newsreel Man (uncredited),ACTOR
571680,tm83648,Art Dupuis,Newsreel Man (uncredited),ACTOR
71398,tm83648,Rudy Germane,Newsreel Man (uncredited),ACTOR
71393,tm83648,Mike Lally,Newsreel Man (uncredited),ACTOR
571576,tm83648,Walter Lawrence,Newsreel Man (uncredited),ACTOR
153531,tm83648,John Northpole,Newsreel Man (uncredited),ACTOR
14795,tm83648,Victor Romito,Newsreel Man (uncredited),ACTOR
134046,tm83648,Bob Terry,Newsreel Man (uncredited),ACTOR
153890,tm83648,William Alston,Man at Xanadu Great Hall (uncredited),ACTOR
57850,tm83648,Jack Gargan,Man at Xanadu Great Hall (uncredited),ACTOR
27201,tm83648,Bert Moorhouse,Man at Xanadu Great Hall (uncredited),ACTOR
574453,tm83648,Carmen Laroux,Maid in Xanadu Hall (uncredited),ACTOR
27209,tm83648,Sam Ash,Man at Boat Dock (uncredited),ACTOR
582859,tm83648,Buddy Messinger,Man at Boat Dock (uncredited),ACTOR
572681,tm83648,Terrance Ray,Man at Boat Dock (uncredited),ACTOR
93832,tm83648,Sally Corner,Woman at Boat Dock (uncredited),ACTOR
22486,tm83648,Walter Bacon,City Room Employee (uncredited),ACTOR
155779,tm83648,Herbert Corthell,City Editor (uncredited),ACTOR
27211,tm83648,Harry A. Bailey,Man Singing at Inquirer Party (uncredited),ACTOR
15265,tm83648,Danny Borzage,Man Singing at Inquirer Party (uncredited),ACTOR
617295,tm83648,J.J. Clark,Man Singing at Inquirer Party (uncredited),ACTOR
32290,tm83648,Tom Coleman,Man Singing at Inquirer Party (uncredited),ACTOR
14740,tm83648,Carl Deloro,Man Singing at Inquirer Party (uncredited),ACTOR
27256,tm83648,Jack Egan,Man Singing at Inquirer Party (uncredited),ACTOR
82246,tm83648,Robert Haines,Man Singing at Inquirer Party (uncredited),ACTOR
153420,tm83648,Ludwig Lowry,Man Singing at Inquirer Party (uncredited),ACTOR
154456,tm83648,John McCormack,Man Singing at Inquirer Party (uncredited),ACTOR
81685,tm83648,Hercules Mendez,Man Singing at Inquirer Party (uncredited),ACTOR
133013,tm83648,Paddy O'Flynn,Man Singing at Inquirer Party (uncredited),ACTOR
153575,tm83648,Sam Rice,Man Singing at Inquirer Party (uncredited),ACTOR
556300,tm83648,Don Roberts,Man Singing at Inquirer Party (uncredited),ACTOR
47833,tm83648,Larry Wheat,Man Singing at Inquirer Party (uncredited),ACTOR
153014,tm83648,Larry Williams,Man Singing at Inquirer Party (uncredited),ACTOR
137752,tm83648,Joan Blair,Georgia (uncredited),ACTOR
213378,tm83648,Morgan Brown,Servant (uncredited),ACTOR
27223,tm83648,Harry Burkhardt,Wedding Guest (uncredited),ACTOR
27234,tm83648,Edmund Cobb,Inquirer Reporter (uncredited),ACTOR
27235,tm83648,Eddie Coke,Reporter (uncredited),ACTOR
21787,tm83648,Louis Natheaux,Reporter (uncredited),ACTOR
29535,tm83648,Arthur O'Connell,Reporter (uncredited),ACTOR
434612,tm83648,Guy Repp,Reporter (uncredited),ACTOR
137457,tm83648,Tom Steele,Reporter (uncredited),ACTOR
64194,tm83648,Richard Wilson,Reporter (uncredited),ACTOR
133997,tm83648,Louise Currie,Reporter at Xanadu (uncredited),ACTOR
27325,tm83648,Walter Sande,Reporter at Xanadu (uncredited),ACTOR
133965,tm83648,Jan Wiley,Reporter at Xanadu (uncredited),ACTOR
20176,tm83648,Milton Kibbee,Reporter at Wedding (uncredited),ACTOR
573158,tm83648,Buck Mack,Reporter at Boat Deck (uncredited),ACTOR
15268,tm83648,Alan Ladd,Reporter Smoking Pipe at End (uncredited),ACTOR
100213,tm83648,Thomas A. Curran,Teddy Roosevelt (uncredited),ACTOR
22003,tm83648,Jack Curtis,Boss Printer (uncredited),ACTOR
79588,tm83648,George Noisom,Copy Boy (uncredited),ACTOR
151969,tm83648,Gerald Pierce,Copy Boy Delivering Message in Chicago Hotel Room (uncredited),ACTOR
617293,tm83648,Donna Dax,House Maid (uncredited),ACTOR
64863,tm83648,George DeNormand,Newspaperman at Trenton Town Hall (uncredited),ACTOR
90207,tm83648,Bud Geary,Newspaperman at Trenton Town Hall (uncredited),ACTOR
71898,tm83648,Bert LeBaron,Newspaperman at Trenton Town Hall (uncredited),ACTOR
24725,tm83648,Clyde McAtee,Newspaperman at Trenton Town Hall (uncredited),ACTOR
58329,tm83648,Cyril Ring,Newspaperman at Trenton Town Hall (uncredited),ACTOR
118770,tm83648,Roland Winters,Newspaperman at Trenton Town Hall (uncredited),ACTOR
105449,tm83648,Lew Harvey,Newspaperman (uncredited),ACTOR
15269,tm83648,Herman J. Mankiewicz,Newspaperman (uncredited),ACTOR
151253,tm83648,Eddie Dew,Man in Projection Room (uncredited),ACTOR
96349,tm83648,Perc Launders,Man in Projection Room (uncredited),ACTOR
27251,tm83648,John Dilson,Ward Heeler (uncredited),ACTOR
21783,tm83648,Walter James,Ward Heeler (uncredited),ACTOR
27253,tm83648,Robert Dudley,Photographer (uncredited),ACTOR
153182,tm83648,Suzanne Dulier,French Maid (uncredited),ACTOR
62604,tm83648,Al Eben,Solly (uncredited),ACTOR
71563,tm83648,Johnny Eckert,Car-Driver (uncredited),ACTOR
570601,tm83648,Carl Ekberg,Adolf Hitler (uncredited),ACTOR
24013,tm83648,Edith Evanson,Leland's Nurse (uncredited),ACTOR
134167,tm83648,Carl Faulkner,Hermann Goring (uncredited),ACTOR
154839,tm83648,Juanita Fields,Dancer (uncredited),ACTOR
574262,tm83648,Edna Mae Jones,Dancer (uncredited),ACTOR
71327,tm83648,Leda Nicova,Dancer (uncredited),ACTOR
13408,tm83648,Jolane Reynolds,Dancer (uncredited),ACTOR
13410,tm83648,Suzanne Ridgeway,Dancer (uncredited),ACTOR
74242,tm83648,Olin Francis,Expressman (uncredited),ACTOR
347700,tm83648,Louise Franklin,Susan's Maid (uncredited),ACTOR
554394,tm83648,Renee Godfrey,Nurse (uncredited),ACTOR
568169,tm83648,Peter Gowland,Guest (uncredited),ACTOR
573415,tm83648,Jimmy Grant,Man at Party in Everglades (uncredited),ACTOR
27266,tm83648,Jesse Graves,Joseph (uncredited),ACTOR
570241,tm83648,Ernest Grooney,Man on Hospital Roof (uncredited),ACTOR
572492,tm83648,Jack Gwynne,Man on Hospital Roof (uncredited),ACTOR
574022,tm83648,Teddy Mangean,Man on Roof (uncredited),ACTOR
27271,tm83648,Henry Hebert,Best Man at Wedding (uncredited),ACTOR
93424,tm83648,Bryan 'Slim' Hightower,Fish Driver (uncredited),ACTOR
27276,tm83648,Mitchell Ingraham,Politician (uncredited),ACTOR
41705,tm83648,Philip Morris,Politician (uncredited),ACTOR
62996,tm83648,Francis Sayles,Politician (uncredited),ACTOR
574764,tm83648,George W. Jimenez,Waiter at Inquirer Party (uncredited),ACTOR
155759,tm83648,Ellen Lowe,Ms. Townsend (uncredited),ACTOR
34481,tm83648,James T. Mack,Prompter (uncredited),ACTOR
572646,tm83648,Mickey Martin,Newsboy (uncredited),ACTOR
47819,tm83648,Bruce Sidney,Newsman (uncredited),ACTOR
571740,tm83648,Major McBride,Shadowgraph Man (uncredited),ACTOR
22485,tm83648,Frank McLure,(uncredited),ACTOR
133900,tm83648,Charles Meakin,Civic Leader (uncredited),ACTOR
604507,tm83648,Edward Peil Jr.,Civic Leader (uncredited),ACTOR
570805,tm83648,Irving Mitchell,Dr. Corey (uncredited),ACTOR
152190,tm83648,Frances E. Neal,Ethel (uncredited),ACTOR
573040,tm83648,Lillian Nicholson,Woman at Opera (uncredited),ACTOR
50362,tm83648,Joseph North,Secretary (uncredited),ACTOR
21359,tm83648,William H. O'Brien,Secretary (uncredited),ACTOR
27313,tm83648,Field Norton,Opera Spectator (uncredited),ACTOR
310133,tm83648,Dick Scott,Opera Spectator (uncredited),ACTOR
27315,tm83648,Frank O'Connor,Man at Madison Square Garden (uncredited),ACTOR
21789,tm83648,Russ Powell,Man at Madison Square Garden (uncredited),ACTOR
22474,tm83648,Bert Stevens,Man at Madison Square Garden (uncredited),ACTOR
74823,tm83648,Thomas Pogue,Man (uncredited),ACTOR
554381,tm83648,Lillian O'Malley,Woman in Front of Chronicle Building (uncredited),ACTOR
134280,tm83648,Jack Raymond,Stagehand (uncredited),ACTOR
250452,tm83648,Gohr Van Vleck,Stagehand (uncredited),ACTOR
617292,tm83648,Myrtle Rishell,Big Governess (uncredited),ACTOR
40712,tm83648,Benny Rubin,Smather (uncredited),ACTOR
29590,tm83648,Shimen Ruskin,Hireling (uncredited),ACTOR
424403,tm83648,George Sherwood,Hireling (uncredited),ACTOR
154040,tm83648,Edward Ryan,Man in Inquirer City Room (uncredited),ACTOR
27334,tm83648,Landers Stevens,Senate Investigator (uncredited),ACTOR
35528,tm83648,Harry J. Vejar,Portuguese Laborer (uncredited),ACTOR
155741,tm83648,Tudor Williams,Chorus Master (uncredited),ACTOR
573327,tm83648,Arthur Yeoman,Speaker (uncredited),ACTOR
97873,tm83648,Tim Davis,Copy Boy (uncredited),ACTOR
156178,tm83648,Charles Bennett,Entertainer	 (uncredited),ACTOR
1098373,tm83648,Arthur Kay,Orchestra Leader (Uncredited),ACTOR
74238,tm83648,John Alban,Reporter (uncredited),ACTOR
15246,tm83648,Orson Welles,,DIRECTOR
14701,tm77588,Humphrey Bogart,Rick Blaine,ACTOR
14702,tm77588,Ingrid Bergman,Ilsa Lund,ACTOR
14703,tm77588,Paul Henreid,Victor Laszlo,ACTOR
14704,tm77588,Claude Rains,Captain Louis Renault,ACTOR
14705,tm77588,Conrad Veidt,Major Heinrich Strasser,ACTOR
14706,tm77588,Sydney Greenstreet,Signor Ferrari,ACTOR
1367,tm77588,Peter Lorre,Ugarte,ACTOR
14716,tm77588,S.Z. Sakall,Carl,ACTOR
14707,tm77588,Madeleine Lebeau,Yvonne,ACTOR
14708,tm77588,Dooley Wilson,Sam,ACTOR
14709,tm77588,Joy Page,Annina Brandel,ACTOR
14710,tm77588,John Qualen,Berger,ACTOR
14711,tm77588,Leonid Kinskey,Sascha,ACTOR
14712,tm77588,Curt Bois,Pickpocket,ACTOR
14718,tm77588,Enrique Acosta,Guest at Rick's (uncredited),ACTOR
14719,tm77588,Ed Agresti,Bar Patron (uncredited),ACTOR
14720,tm77588,Louis V. Arco,Refugee at Rick's (uncredited),ACTOR
14721,tm77588,Frank Arnold,Overseer (uncredited),ACTOR
14723,tm77588,Leon Belasco,Dealer at Rick's (uncredited),ACTOR
14724,tm77588,Nino Bellini,Gendarme (uncredited),ACTOR
14725,tm77588,Oliver Blake,Waiter at the Blue Parrot (uncredited),ACTOR
14726,tm77588,Monte Blue,American (uncredited),ACTOR
14727,tm77588,Eugene Borden,Policeman (uncredited),ACTOR
14728,tm77588,Dick Botiller,Native Officer (uncredited),ACTOR
14729,tm77588,Maurice Brierre,Baccarat Dealer at Rick's (uncredited),ACTOR
5898,tm77588,Sebastian Cabot,Bearded Man in Street Watching Plane in Flight (uncredited),ACTOR
14730,tm77588,Anita Camargo,Woman Companion (uncredited),ACTOR
14731,tm77588,George M. Carleton,American (uncredited),ACTOR
14733,tm77588,Spencer Chan,Guest at Rick's (uncredited),ACTOR
14734,tm77588,Melie Chang,Oriental at Rick's (uncredited),ACTOR
14796,tm77588,Tex Cooper,Commuter at Train Station (uncredited),ACTOR
13367,tm77588,Gino Corrado,Waiter at Rick's (uncredited),ACTOR
555402,tm77588,Franco Corsaro,French Police Officer (uncredited),ACTOR
14736,tm77588,Adrienne D'Ambricourt,Concierge (uncredited),ACTOR
14713,tm77588,Marcel Dalio,Emil - Croupier at Rick's (uncredited),ACTOR
14714,tm77588,Helmut Dantine,Jan Brandel (uncredited),ACTOR
14737,tm77588,Jean De Briac,Orderly (uncredited),ACTOR
14738,tm77588,George Dee,Lt. Casselle (uncredited),ACTOR
14739,tm77588,Jean Del Val,Police Officer (uncredited),ACTOR
14740,tm77588,Carl Deloro,Arab Guest with Fez (uncredited),ACTOR
14741,tm77588,Joseph DeVillard,Moroccan (uncredited),ACTOR
14742,tm77588,Arthur Dulac,News Vendor (uncredited),ACTOR
14743,tm77588,William Edmunds,Second Contact Man at Rick's (uncredited),ACTOR
14744,tm77588,Herbert Evans,Englishman Questioning Casino's Honesty (uncredited),ACTOR
14745,tm77588,Fred Farrell,Singing Frenchman (uncredited),ACTOR
14746,tm77588,Adolph Faylauer,Gambler at Rick's (uncredited),ACTOR
14747,tm77588,O.K. Ford,Conspirator (uncredited),ACTOR
14748,tm77588,Martín Garralaga,Headwaiter at Rick's (uncredited),ACTOR
14750,tm77588,Gregory Gaye,German Banker Refused by Rick (uncredited),ACTOR
14751,tm77588,Gregory Golubeff,Cashier at Rick's (uncredited),ACTOR
14752,tm77588,Ilka Grüning,Mrs. Leuchtag - Carl's Immigrating Friend (uncredited),ACTOR
14753,tm77588,Creighton Hale,Customer (uncredited),ACTOR
14754,tm77588,Winifred Harris,Englishwoman (uncredited),ACTOR
14755,tm77588,Jamiel Hasson,Muezzini (uncredited),ACTOR
14756,tm77588,Arthur Stuart Hull,Elderly Admirer (uncredited),ACTOR
27274,tm77588,Olaf Hytten,Pickpocketed Prosperous Man (uncredited),ACTOR
14757,tm77588,Charles La Torre,Italian Officer Tonnelli (uncredited),ACTOR
14758,tm77588,George J. Lewis,Haggling Arab Monkey Seller (uncredited),ACTOR
81681,tm77588,Manuel Lopez,Policeman (uncredited),ACTOR
81682,tm77588,Jacques Lory,Moor Buying Diamonds (uncredited),ACTOR
36180,tm77588,Lou Marcelle,Narrator (voice) (uncredited),ACTOR
81684,tm77588,Tony Martelli,Bartender (uncredited),ACTOR
13397,tm77588,George Meeker,Rick's Friend (uncredited),ACTOR
74249,tm77588,Lal Chand Mehra,Policeman (uncredited),ACTOR
81685,tm77588,Hercules Mendez,Arab Guest with Fez (uncredited),ACTOR
65340,tm77588,Louis Mercier,Conspirator (uncredited),ACTOR
14759,tm77588,Torben Meyer,Dutch Banker at Cafe Table (uncredited),ACTOR
13400,tm77588,Alberto Morin,French Officer Insulting Yvonne (uncredited),ACTOR
14760,tm77588,Leo Mostovoy,Fydor (uncredited),ACTOR
14761,tm77588,Corinna Mura,Singer with Guitar (uncredited),ACTOR
14762,tm77588,Barry Norton,Gambler at Rick's (uncredited),ACTOR
14764,tm77588,Lotte Palfi Andor,Woman Selling Her Diamonds (uncredited),ACTOR
14763,tm77588,Paul Panzer,Paul - Waiter at Rick's (uncredited),ACTOR
14766,tm77588,Manuel París,Guest at Rick's (uncredited),ACTOR
14767,tm77588,Alexander Pollard,Croupier (uncredited),ACTOR
14768,tm77588,Frank Puglia,Arab Vendor (uncredited),ACTOR
14769,tm77588,Georges Renavent,Conspirator (uncredited),ACTOR
14770,tm77588,Dewey Robinson,Bouncer at Rick's (uncredited),ACTOR
14771,tm77588,Richard Ryen,Col. Heinz - Strasser's Aide (uncredited),ACTOR
14773,tm77588,Dan Seymour,Abdul (uncredited),ACTOR
14774,tm77588,Lester Sharpe,Refugee (uncredited),ACTOR
14775,tm77588,Dina Smirnova,Woman Customer (uncredited),ACTOR
14776,tm77588,Gerald Oliver Smith,Pickpocketed Englishman (uncredited),ACTOR
14777,tm77588,George Sorel,Native Officer (uncredited),ACTOR
14779,tm77588,Geoffrey Steele,Customer (uncredited),ACTOR
14780,tm77588,Ludwig Stössel,Mr. Leuchtag (uncredited),ACTOR
14782,tm77588,Mike Tellegen,Gambler (uncredited),ACTOR
14781,tm77588,Rafael Trujillo,Man Turning Propeller at Airport (uncredited),ACTOR
14783,tm77588,Jacques Vanaire,Frenchman (uncredited),ACTOR
14785,tm77588,Ellinor Vanderveer,Woman Gambler at Rick's Next to Croupier (uncredited),ACTOR
14717,tm77588,Norma Varden,Wife of Pickpocketed Englishman (uncredited),ACTOR
14715,tm77588,Hans Heinrich von Twardowski,German Officer with Yvonne (uncredited),ACTOR
14784,tm77588,Jack Wise,Waiter (uncredited),ACTOR
14786,tm77588,Wolfgang Zilzer,Man with Expired Papers (uncredited),ACTOR
14787,tm77588,Trude Berliner,Baccarat Player at Rick's (uncredited),ACTOR
14788,tm77588,Paul Porcasi,Native Introducing Ferrari (uncredited),ACTOR
14789,tm77588,Max Linder,Gambler (uncredited),ACTOR
14790,tm77588,Frank Mazzola,Moroccan Boy (uncredited),ACTOR
14791,tm77588,Henry Rowland,German Officer (uncredited),ACTOR
14793,tm77588,Leo White,Emile - Waiter (uncredited),ACTOR
14792,tm77588,Paul Irving,Prosperous Tourist (uncredited),ACTOR
14794,tm77588,Brandon Beach,Guest at Rick's (uncredited),ACTOR
14795,tm77588,Victor Romito,Guest at Rick's (uncredited),ACTOR
22000,tm77588,Michael Mark,Vendor (uncredited),ACTOR
226483,tm77588,Bhogwan Singh,Merchant (uncredited),ACTOR
14797,tm77588,Michael Curtiz,,DIRECTOR
14701,tm82363,Humphrey Bogart,Philip Marlowe,ACTOR
1366,tm82363,Lauren Bacall,Vivian Sternwood Rutledge,ACTOR
23830,tm82363,John Ridgely,Eddie Mars,ACTOR
23831,tm82363,Martha Vickers,Carmen Sternwood,ACTOR
10445,tm82363,Dorothy Malone,Acme Bookstore Proprietress,ACTOR
23832,tm82363,Peggy Knudsen,Mona Mars,ACTOR
23834,tm82363,Regis Toomey,Chief Inspector Bernie Ohls,ACTOR
23833,tm82363,Charles Waldron,General Sternwood,ACTOR
23835,tm82363,Charles D. Brown,Norris the Butler,ACTOR
23837,tm82363,Bob Steele,Lash Canino,ACTOR
23836,tm82363,Elisha Cook Jr.,Harry Jones,ACTOR
13328,tm82363,Louis Jean Heydt,Joe Brody,ACTOR
13348,tm82363,Trevor Bardette,Art Huck (uncredited),ACTOR
153884,tm82363,Max Barwyn,Max - Head Waiter (uncredited),ACTOR
567540,tm82363,Deannie Best,Waitress (uncredited),ACTOR
565303,tm82363,Tanis Chandler,Waitress (uncredited),ACTOR
83567,tm82363,Jack Chefe,Croupier (uncredited),ACTOR
49071,tm82363,James Conaty,Nightclub Patron (uncredited),ACTOR
20174,tm82363,Joseph Crehan,Medical Examiner (uncredited),ACTOR
23838,tm82363,Sonia Darrin,Agnes Lowzier (uncredited),ACTOR
61125,tm82363,Jack Deery,Nightclub Patron (uncredited),ACTOR
1257871,tm82363,Carole Douglas,Librarian (uncredited),ACTOR
74810,tm82363,Jay Eaton,Casino Patron (uncredited),ACTOR
95865,tm82363,Tom Fadden,Sidney (uncredited),ACTOR
14166,tm82363,Bess Flowers,Woman with Bumped Man,ACTOR
58321,tm82363,Kenneth Gibson,Casino Patron (uncredited),ACTOR
569403,tm82363,Joe Gilbert,Nightclub Patron (uncredited),ACTOR
22468,tm82363,Stuart Hall,Nightclub Patron (uncredited),ACTOR
13389,tm82363,Shep Houghton,Casino Patron (uncredited),ACTOR
24020,tm82363,Kenner G. Kemp,Nightclub Patron (uncredited),ACTOR
1257863,tm82363,Pete Kooy,Motorcycle Cop (uncredited),ACTOR
124431,tm82363,Lorraine Miller,Hatcheck Girl (uncredited),ACTOR
65718,tm82363,Forbes Murray,Furtive Man (uncredited),ACTOR
21359,tm82363,William H. O'Brien,Waiter (uncredited),ACTOR
1257977,tm82363,Shelby Payne,Cigarette Girl (uncredited),ACTOR
28897,tm82363,Jack Perry,Silent Thug Beating Marlowe (uncredited),ACTOR
973174,tm82363,Tommy Rafferty,Carol Lundgren (uncredited),ACTOR
22484,tm82363,Waclaw Rekwart,Nightclub Patron (uncredited),ACTOR
732001,tm82363,Edward Rickard,Nightclub Patron (uncredited),ACTOR
22482,tm82363,Jeffrey Sayre,Croupier (uncredited),ACTOR
33007,tm82363,Emmett Vogan,Ed - Deputy Sheriff (uncredited),ACTOR
67082,tm82363,Theodore von Eltz,Arthur Gwynn Geiger (uncredited),ACTOR
58346,tm82363,Wally Walker,Mars' Thug (uncredited),ACTOR
1257859,tm82363,Paul Weber,Mars' Thug (uncredited),ACTOR
105467,tm82363,Ben Welden,Pete (uncredited),ACTOR
13410,tm82363,Suzanne Ridgeway,,ACTOR
23839,tm82363,Howard Hawks,,DIRECTOR
14701,tm84701,Humphrey Bogart,Sam Spade,ACTOR
27563,tm84701,Mary Astor,Brigid O'Shaughnessy,ACTOR
1367,tm84701,Peter Lorre,Joel Cairo,ACTOR
14706,tm84701,Sydney Greenstreet,Kasper Gutman,ACTOR
27566,tm84701,Lee Patrick,Effie Perine,ACTOR
27564,tm84701,Gladys George,Iva Archer,ACTOR
23836,tm84701,Elisha Cook Jr.,Wilmer Cook,ACTOR
27565,tm84701,Barton MacLane,Det. Lt. Dundy,ACTOR
13323,tm84701,Ward Bond,Det. Tom Polhaus,ACTOR
27567,tm84701,Jerome Cowan,Miles Archer,ACTOR
20173,tm84701,James Burke,Luke,ACTOR
27569,tm84701,Murray Alper,Frank Richman,ACTOR
27570,tm84701,John Hamilton,District Attorney Bryan,ACTOR
27574,tm84701,Charles Drake,Reporter (uncredited),ACTOR
74930,tm84701,Chester Gan,Bit Part (uncredited),ACTOR
14753,tm84701,Creighton Hale,Stenographer (uncredited),ACTOR
27575,tm84701,Robert Homans,Policeman (uncredited),ACTOR
27573,tm84701,William Hopper,Reporter (uncredited),ACTOR
27571,tm84701,Walter Huston,Captain Jacoby (uncredited),ACTOR
21764,tm84701,Hank Mann,Reporter (uncredited),ACTOR
27576,tm84701,Jack Mower,Announcer (uncredited),ACTOR
27572,tm84701,Emory Parnell,Ship's Mate (uncredited),ACTOR
17900,tm84701,John Huston,,DIRECTOR
13298,tm156463,Vivien Leigh,Scarlett O'Hara,ACTOR
13299,tm156463,Clark Gable,Rhett Butler,ACTOR
13300,tm156463,Olivia de Havilland,Melanie Hamilton,ACTOR
13303,tm156463,Leslie Howard,Ashley Wilkes,ACTOR
13310,tm156463,Hattie McDaniel,Mammy,ACTOR
13301,tm156463,Thomas Mitchell,Gerald O'Hara,ACTOR
13304,tm156463,Barbara O'Neil,Ellen O'Hara,ACTOR
13305,tm156463,Evelyn Keyes,Suellen O'Hara,ACTOR
13306,tm156463,Ann Rutherford,Carreen O'Hara,ACTOR
13307,tm156463,George Reeves,Brent Tarleton,ACTOR
13308,tm156463,Fred Crane,Stuart Tarleton,ACTOR
13311,tm156463,Oscar Polk,Pork,ACTOR
13312,tm156463,Butterfly McQueen,Prissy,ACTOR
13346,tm156463,Victor Jory,Jonas Wilkerson,ACTOR
13345,tm156463,Everett Brown,'Big Sam',ACTOR
13344,tm156463,Howard Hickman,John Wilkes,ACTOR
13343,tm156463,Alicia Rhett,India Wilkes,ACTOR
13342,tm156463,Rand Brooks,Charles Hamilton,ACTOR
13341,tm156463,Carroll Nye,Frank Kennedy,ACTOR
13340,tm156463,Laura Hope Crews,Aunt 'Pittypat' Hamilton,ACTOR
13339,tm156463,Eddie 'Rochester' Anderson,Aunt Pittypat's Coachman 'Uncle Peter',ACTOR
13316,tm156463,Harry Davenport,Dr. Meade,ACTOR
13317,tm156463,Leona Roberts,Mrs. Caroline Meade,ACTOR
13336,tm156463,Jane Darwell,Mrs. Merriwether,ACTOR
13335,tm156463,Ona Munson,Belle Watling,ACTOR
13338,tm156463,Paul Hurst,Yankee Deserter,ACTOR
13337,tm156463,Isabel Jewell,Emmy Slattery,ACTOR
13318,tm156463,Cammie King,Bonnie Blue Butler,ACTOR
13319,tm156463,Eric Linden,Amputation Case,ACTOR
13321,tm156463,J. M. Kerrigan,Johnny Gallagher,ACTOR
13323,tm156463,Ward Bond,Tom the Yankee Captain,ACTOR
13324,tm156463,Jackie Moran,Phil Meade,ACTOR
13325,tm156463,Cliff Edwards,Reminiscent Soldier,ACTOR
13326,tm156463,Lillian Kemble-Cooper,Bonnie's Nurse in London,ACTOR
13327,tm156463,Yakima Canutt,Renegade,ACTOR
13314,tm156463,Marcella Martin,Cathleen Calvert,ACTOR
13328,tm156463,Louis Jean Heydt,Hungry Soldier Holding Beau Wilkes,ACTOR
13329,tm156463,Mickey Kuhn,Beau Wilkes,ACTOR
13330,tm156463,Olin Howland,A Carpetbagger Businessman,ACTOR
13331,tm156463,Irving Bacon,Corporal,ACTOR
13332,tm156463,Robert Elliott,Yankee Major,ACTOR
13333,tm156463,William Bakewell,Mounted Officer,ACTOR
13334,tm156463,Mary Anderson,Maybelle Merriwether,ACTOR
13347,tm156463,John Albright,Wounded Soldier (uncredited),ACTOR
13349,tm156463,Eric Alden,Rafe Calvert (uncredited),ACTOR
13351,tm156463,John Arledge,Dying Soldier (uncredited),ACTOR
13350,tm156463,Roscoe Ates,Convalescent Soldier (uncredited),ACTOR
13348,tm156463,Trevor Bardette,Minor Role (uncredited),ACTOR
